348,AAR,FG18,BNJ5,2019-07-08,12:05:42,2019-05-16,13:07:07
349,AA,FG18,BNJ5,2019-10-01,05:05:44,2019-03-25,05:08:52
350,EA,FG18,BNJ5,2019-05-05,00:08:06,2019-07-12,16:07:48
351,BA,AM10,BNJ5,2019-10-18,15:05:27,2019-04-15,06:09:47
352,AAR,PRKT,BNJ5,2019-07-26,13:02:15,2019-06-19,14:12:19
353,BA,L33K,L33K,2019-07-01,22:12:06,2019-09-20,22:11:41
354,BA,AM10,L33K,2019-12-03,22:05:08,2019-05-03,00:10:02
355,EA,AM10,FG18,2019-01-12,16:01:20,2019-02-23,21:08:13
356,AA,PRKT,AM10,2019-05-30,06:09:36,2019-09-03,21:05:24
357,AA,BNJ5,FG18,2019-02-24,06:09:38,2019-01-01,15:03:09
358,AA,BNJ5,L33K,2019-08-09,22:02:25,2019-11-26,21:10:24
359,EA,AM10,L33K,2019-05-16,08:05:50,2019-01-18,00:02:28
360,BA,BNJ5,PRKT,2019-12-02,23:01:51,2019-08-31,16:01:05
361,EA,L33K,PRKT,2019-11-08,18:07:08,2019-05-12,15:11:47
362,BA,FG18,PRKT,2019-08-02,07:07:22,2019-11-19,07:01:38
363,AA,PRKT,FG18,2019-05-28,02:07:24,2019-11-27,16:01:04
364,BA,PRKT,AM10,2019-06-25,03:01:09,2019-06-21,13:02:28
365,AAR,FG18,L33K,2019-01-22,02:09:03,2019-08-08,01:03:56
366,AA,BNJ5,L33K,2019-01-24,06:04:01,2019-12-15,12:10:57
367,JA,AM10,FG18,2019-08-30,21:05:53,2019-05-07,05:05:24
368,JA,AM10,PRKT,2019-03-05,23:04:44,2019-04-16,03:09:25
369,AA,FG18,AM10,2019-06-29,18:09:25,2019-09-22,07:01:16
370,JA,AM10,FG18,2019-03-13,06:05:45,2019-08-04,17:06:28
371,AAR,AM10,BNJ5,2019-04-02,01:07:16,2019-03-30,02:11:33
372,AAR,AM10,L33K,2019-10-22,00:05:09,2019-02-25,00:08:10
373,AA,BNJ5,AM10,2019-05-06,05:11:05,2019-06-28,19:07:09
374,JA,BNJ5,BNJ5,2019-01-23,09:06:06,2019-07-30,23:04:36
375,BA,FG18,L33K,2019-09-09,19:08:55,2019-04-12,21:10:38
376,AAR,L33K,PRKT,2019-11-28,10:12:30,2019-12-27,22:11:13
377,BA,PRKT,L33K,2019-02-08,12:07:15,2019-02-09,18:10:40
378,AA,AM10,PRKT,2019-06-17,16:03:18,2019-08-01,23:10:16
379,EA,PRKT,FG18,2019-03-07,08:12:12,2019-12-13,02:10:30
380,JA,L33K,L33K,2019-07-23,07:11:59,2019-02-09,23:07:58
381,EA,BNJ5,PRKT,2019-02-17,00:05:39,2019-10-12,17:12:44
382,BA,AM10,PRKT,2019-07-13,21:11:31,2019-05-01,08:04:12
383,BA,BNJ5,FG18,2019-05-01,22:11:23,2019-12-13,06:11:58
384,AAR,AM10,AM10,2019-08-11,16:01:13,2019-08-04,19:12:12
385,AAR,FG18,AM10,2019-06-02,14:12:06,2019-10-17,18:06:01
386,AA,PRKT,AM10,2019-04-02,01:08:06,2019-11-02,13:05:55
387,EA,BNJ5,AM10,2019-06-02,22:09:47,2019-01-30,00:04:51
388,BA,AM10,PRKT,2019-05-15,03:01:02,2019-02-09,15:05:22
389,BA,PRKT,BNJ5,2019-05-28,00:12:32,2019-03-06,00:03:03
390,BA,PRKT,L33K,2019-03-14,15:02:34,2019-04-16,13:09:55
391,EA,AM10,BNJ5,2019-10-11,13:08:14,2019-10-04,09:06:02
392,JA,PRKT,AM10,2019-05-18,20:12:10,2019-10-08,01:09:03
393,EA,L33K,BNJ5,2019-05-26,18:01:25,2019-01-19,14:11:23
394,AAR,BNJ5,FG18,2019-06-21,12:02:54,2019-07-06,10:08:42
395,JA,L33K,FG18,2019-04-10,15:10:58,2019-04-28,22:03:45
396,JA,FG18,PRKT,2019-04-15,02:12:11,2019-12-19,21:10:11
397,AAR,AM10,PRKT,2019-08-19,19:05:51,2019-03-14,08:08:38
398,AA,BNJ5,FG18,2019-05-23,01:08:22,2019-11-21,03:11:47
399,EA,FG18,AM10,2019-03-01,00:08:39,2019-07-29,18:08:23
400,AA,FG18,FG18,2019-05-30,14:11:21,2019-02-07,11:12:01
401,BA,AM10,PRKT,2019-09-05,04:08:57,2019-11-13,06:05:50
402,JA,FG18,FG18,2019-05-11,15:10:34,2019-06-05,00:07:49
403,JA,BNJ5,FG18,2019-03-07,02:06:10,2019-05-20,05:05:30
404,AA,PRKT,PRKT,2019-06-19,21:10:56,2019-07-13,12:01:48
405,JA,AM10,AM10,2019-05-18,04:12:35,2019-02-03,16:06:23
406,EA,PRKT,L33K,2019-10-29,11:09:13,2019-10-29,09:07:04
407,BA,AM10,AM10,2019-06-27,12:12:42,2019-06-14,22:12:30
408,AA,AM10,L33K,2019-08-01,01:12:16,2019-09-21,23:07:05
409,BA,BNJ5,PRKT,2019-09-18,12:08:59,2019-11-23,04:12:32
410,JA,AM10,L33K,2019-10-24,10:10:07,2019-08-17,14:01:17
411,BA,PRKT,BNJ5,2019-01-19,14:12:01,2019-08-30,10:07:43
412,EA,AM10,PRKT,2019-01-02,21:01:44,2019-10-23,14:11:27
413,JA,BNJ5,BNJ5,2019-05-01,11:10:10,2019-05-30,00:01:06
414,JA,L33K,L33K,2019-12-31,04:06:40,2019-07-19,00:07:00
415,AA,L33K,L33K,2019-01-24,19:02:14,2019-07-21,17:04:56
416,AAR,PRKT,PRKT,2019-04-04,01:07:08,2019-08-16,04:07:36
417,JA,BNJ5,AM10,2019-08-02,09:01:03,2019-07-03,13:05:25
418,BA,PRKT,BNJ5,2019-01-11,13:08:37,2019-10-07,13:06:20
419,AAR,AM10,FG18,2019-02-14,17:01:13,2019-04-14,12:02:22
420,BA,BNJ5,L33K,2019-04-04,22:08:28,2019-05-30,22:04:53
421,EA,L33K,BNJ5,2019-12-10,01:03:56,2019-10-11,06:02:53
422,BA,FG18,PRKT,2019-12-17,21:01:11,2019-08-17,00:10:15
423,EA,PRKT,L33K,2019-04-27,12:07:41,2019-09-16,18:06:18
424,EA,BNJ5,PRKT,2019-03-25,04:11:34,2019-06-26,22:03:07
425,AA,FG18,PRKT,2019-07-23,17:07:51,2019-01-08,00:08:35
426,AAR,PRKT,PRKT,2019-09-10,11:04:27,2019-12-27,20:04:40
427,BA,PRKT,FG18,2019-04-16,05:09:01,2019-09-29,04:10:55
428,EA,AM10,BNJ5,2019-01-18,08:06:59,2019-02-19,07:02:10
429,AA,BNJ5,L33K,2019-01-04,15:05:44,2019-03-17,08:01:25
430,AA,PRKT,FG18,2019-03-27,08:02:30,2019-01-29,15:09:06
431,JA,FG18,AM10,2019-04-30,02:02:52,2019-03-07,01:04:47
432,JA,FG18,BNJ5,2019-03-13,00:02:12,2019-03-16,05:06:54
433,AA,AM10,FG18,2019-11-17,12:03:55,2019-12-16,06:03:26
434,AA,PRKT,PRKT,2019-12-01,05:04:16,2019-10-22,03:10:11
435,EA,PRKT,BNJ5,2019-09-28,08:02:02,2019-03-15,19:05:27
436,BA,FG18,PRKT,2019-01-20,03:09:30,2019-03-28,13:11:40
437,JA,BNJ5,PRKT,2019-03-18,12:03:56,2019-08-16,13:04:50
438,BA,FG18,BNJ5,2019-12-03,07:01:29,2019-11-25,02:04:37
439,JA,L33K,AM10,2019-10-30,12:10:49,2019-03-18,21:11:36
440,AAR,AM10,AM10,2019-12-13,18:03:22,2019-07-07,19:03:42
441,JA,PRKT,BNJ5,2019-11-13,02:12:41,2019-10-30,20:04:35
442,EA,BNJ5,AM10,2019-05-03,03:10:23,2019-11-29,16:10:48
443,AAR,AM10,PRKT,2019-05-26,18:04:56,2019-01-06,14:07:49
444,AA,FG18,FG18,2019-01-31,17:04:17,2019-01-25,05:12:37
445,AAR,L33K,L33K,2019-05-19,07:06:03,2019-05-18,01:05:44
446,JA,BNJ5,PRKT,2019-02-27,20:11:08,2019-10-02,19:07:08
447,AAR,PRKT,AM10,2019-04-14,12:01:52,2019-04-01,21:02:57
448,AA,FG18,BNJ5,2019-10-21,06:12:11,2019-01-09,18:09:38
449,JA,PRKT,FG18,2019-06-05,02:08:01,2019-09-21,18:03:33
450,JA,BNJ5,PRKT,2019-03-19,07:04:16,2019-04-20,18:01:18
451,BA,AM10,AM10,2019-08-06,03:01:20,2019-01-27,15:04:20
452,AAR,L33K,AM10,2019-08-07,11:04:24,2019-08-10,20:12:40
453,EA,AM10,AM10,2019-05-13,08:03:54,2019-09-21,13:01:26
454,JA,BNJ5,PRKT,2019-07-22,23:05:26,2019-01-06,16:12:31
455,AA,AM10,PRKT,2019-04-25,15:07:35,2019-10-04,17:12:18
456,JA,FG18,FG18,2019-01-15,03:09:01,2019-04-26,16:11:41
457,AA,FG18,FG18,2019-12-23,20:11:53,2019-05-19,20:03:12
458,BA,AM10,FG18,2019-04-12,11:05:38,2019-09-16,02:12:42
459,AA,L33K,L33K,2019-06-23,06:05:15,2019-06-06,18:03:38
460,JA,PRKT,AM10,2019-07-28,08:12:34,2019-03-08,11:07:31
461,JA,FG18,AM10,2019-08-25,04:02:51,2019-04-25,23:08:52
462,JA,FG18,FG18,2019-12-06,12:10:59,2019-09-22,16:12:57
463,AAR,PRKT,L33K,2019-09-11,05:06:44,2019-10-28,10:01:22
464,EA,BNJ5,L33K,2019-05-09,21:01:06,2019-04-27,14:09:27
465,AA,FG18,FG18,2019-11-23,10:03:43,2019-02-15,14:11:18
466,EA,PRKT,L33K,2019-04-05,11:03:32,2019-04-24,13:08:59
467,JA,L33K,FG18,2019-05-05,00:07:02,2019-10-07,22:04:47
468,AAR,PRKT,PRKT,2019-08-30,04:02:34,2019-01-17,03:08:26
469,EA,BNJ5,L33K,2019-06-14,14:08:44,2019-09-07,19:05:17
470,AAR,AM10,BNJ5,2019-01-18,19:01:24,2019-03-27,12:09:28
471,BA,BNJ5,FG18,2019-12-26,10:07:29,2019-01-19,15:12:18
472,AAR,PRKT,L33K,2019-10-09,17:06:59,2019-08-04,20:11:11
473,EA,FG18,BNJ5,2019-08-17,06:07:54,2019-03-10,17:06:44
474,AAR,L33K,PRKT,2019-06-10,15:05:55,2019-08-07,03:06:23
475,JA,AM10,L33K,2019-07-04,03:09:52,2019-08-12,01:07:13
476,JA,FG18,FG18,2019-07-20,20:01:56,2019-08-10,22:07:13
477,JA,AM10,FG18,2019-07-02,01:11:47,2019-04-18,09:01:12
478,AA,AM10,BNJ5,2019-09-29,23:09:02,2019-06-24,18:08:56
479,BA,FG18,BNJ5,2019-01-01,05:01:35,2019-05-10,09:12:26
480,JA,L33K,FG18,2019-08-07,11:04:33,2019-02-08,23:06:23
481,AA,FG18,BNJ5,2019-09-29,23:05:43,2019-07-04,13:07:39
482,AAR,FG18,BNJ5,2019-12-19,02:07:39,2019-05-16,22:06:21
483,AAR,BNJ5,BNJ5,2019-04-15,17:02:25,2019-03-08,07:02:34
484,AAR,PRKT,PRKT,2019-08-16,23:01:31,2019-02-18,01:01:29
485,JA,BNJ5,L33K,2019-12-23,17:05:54,2019-09-15,14:01:30
486,BA,L33K,FG18,2019-04-02,22:05:53,2019-10-24,20:01:40
487,BA,AM10,BNJ5,2019-12-07,16:09:10,2019-10-06,23:05:20
488,BA,FG18,PRKT,2019-04-05,16:01:45,2019-11-07,05:11:22
489,BA,FG18,AM10,2019-10-23,08:05:43,2019-02-22,00:07:09
490,JA,PRKT,AM10,2019-07-08,17:06:51,2019-08-01,10:02:23
491,AAR,L33K,AM10,2019-12-26,19:08:53,2019-12-18,09:03:59
492,JA,L33K,AM10,2019-09-05,07:07:00,2019-05-19,03:11:23
493,JA,L33K,PRKT,2019-07-12,15:12:33,2019-04-24,03:05:18
494,AAR,L33K,AM10,2019-04-09,08:03:12,2019-07-16,06:02:06
495,EA,PRKT,AM10,2019-05-01,12:12:21,2019-02-21,12:07:32
496,EA,PRKT,PRKT,2019-05-22,09:02:46,2019-12-14,17:12:37
497,BA,L33K,L33K,2019-11-25,10:02:43,2019-08-07,01:07:43
498,EA,FG18,BNJ5,2019-12-23,09:11:52,2019-04-01,04:07:44
499,EA,FG18,L33K,2019-06-09,17:01:48,2019-10-15,10:11:00
500,JA,FG18,FG18,2019-07-29,13:07:41,2019-09-21,16:02:40
501,JA,L33K,FG18,2019-04-20,16:12:06,2019-02-04,11:08:00
502,AAR,FG18,PRKT,2019-08-18,05:06:51,2019-10-08,06:10:51
503,AAR,FG18,L33K,2019-08-30,12:05:44,2019-11-27,01:02:48
504,AA,AM10,L33K,2019-12-07,15:06:47,2019-06-30,07:07:26
505,AAR,L33K,BNJ5,2019-11-05,21:04:06,2019-06-11,09:01:17
506,BA,FG18,AM10,2019-02-12,02:07:35,2019-02-02,14:06:22
507,BA,PRKT,L33K,2019-03-20,15:02:15,2019-07-30,06:12:07
508,JA,AM10,AM10,2019-07-27,00:09:09,2019-08-10,06:11:33
509,AAR,FG18,AM10,2019-06-24,04:01:38,2019-05-26,14:08:43
510,AAR,FG18,AM10,2019-01-16,17:12:59,2019-12-23,01:09:48
511,AA,PRKT,BNJ5,2019-03-10,04:08:39,2019-11-21,00:09:28
512,AA,L33K,L33K,2019-04-29,21:05:04,2019-07-03,04:03:07
513,EA,AM10,L33K,2019-12-20,14:08:04,2019-08-17,07:06:01
514,AA,PRKT,FG18,2019-07-07,01:07:55,2019-08-11,20:08:53
515,BA,AM10,AM10,2019-09-02,12:09:41,2019-12-12,05:12:20
516,JA,AM10,FG18,2019-09-14,23:04:18,2019-04-09,15:05:25
517,AAR,AM10,BNJ5,2019-02-12,12:12:02,2019-01-13,16:11:46
518,AA,AM10,L33K,2019-05-19,08:02:44,2019-04-15,07:04:08
519,JA,AM10,PRKT,2019-07-21,23:06:39,2019-09-07,01:10:13
520,AAR,AM10,PRKT,2019-03-21,10:11:16,2019-04-06,18:01:26
521,AAR,BNJ5,PRKT,2019-12-24,04:05:29,2019-03-31,09:05:09
522,BA,PRKT,FG18,2019-12-29,16:07:31,2019-09-05,14:04:52
523,EA,PRKT,FG18,2019-11-28,15:11:20,2019-04-19,06:04:08
524,JA,L33K,FG18,2019-11-29,09:07:35,2019-11-23,21:06:26
525,EA,L33K,L33K,2019-11-24,12:09:03,2019-01-17,02:02:50
526,JA,FG18,AM10,2019-11-13,17:04:33,2019-10-17,19:04:57
527,AAR,L33K,FG18,2019-01-27,07:05:05,2019-12-03,19:04:25
528,JA,BNJ5,AM10,2019-07-12,21:02:42,2019-10-28,19:04:51
529,AA,L33K,FG18,2019-11-05,01:02:21,2019-02-04,01:09:01
530,AAR,FG18,L33K,2019-02-24,01:02:26,2019-01-26,16:11:10
531,EA,PRKT,FG18,2019-08-18,23:01:41,2019-02-28,04:07:54
532,AA,PRKT,L33K,2019-01-03,03:09:58,2019-10-22,18:10:49
533,EA,AM10,AM10,2019-07-30,01:12:11,2019-05-13,23:07:18
534,EA,PRKT,L33K,2019-11-04,14:03:27,2019-05-10,03:04:00
535,JA,PRKT,PRKT,2019-11-25,14:09:08,2019-04-17,19:07:34
536,BA,FG18,L33K,2019-05-26,23:02:25,2019-08-14,21:09:11
537,AAR,AM10,L33K,2019-01-04,00:12:03,2019-09-18,00:05:34
538,JA,BNJ5,AM10,2019-05-14,18:04:08,2019-06-27,03:06:46
539,BA,AM10,PRKT,2019-10-22,09:06:14,2019-01-25,12:02:53
540,AA,PRKT,L33K,2019-04-03,19:04:23,2019-03-01,05:08:20
541,AA,AM10,L33K,2019-04-06,19:10:17,2019-04-27,06:12:54
542,JA,AM10,AM10,2019-01-02,09:08:33,2019-01-12,21:03:55
543,JA,PRKT,AM10,2019-09-28,07:08:30,2019-03-09,07:09:49
544,BA,FG18,L33K,2019-03-18,21:06:54,2019-09-03,14:06:32
545,JA,PRKT,AM10,2019-03-10,09:07:01,2019-12-16,15:10:42
546,EA,FG18,FG18,2019-07-24,18:08:37,2019-11-17,18:10:29
547,EA,L33K,BNJ5,2019-06-29,23:03:46,2019-09-23,08:09:26
548,AA,FG18,BNJ5,2019-03-23,22:09:41,2019-09-25,04:11:53
549,BA,PRKT,AM10,2019-05-17,19:02:56,2019-04-27,23:03:24
550,BA,BNJ5,L33K,2019-10-31,03:03:02,2019-06-05,03:06:28
551,AA,PRKT,FG18,2019-11-09,02:04:10,2019-06-17,06:03:20
552,AAR,BNJ5,FG18,2019-05-19,10:05:04,2019-03-13,04:09:39
553,EA,BNJ5,L33K,2019-08-17,16:06:59,2019-05-11,22:05:55
554,JA,PRKT,BNJ5,2019-02-05,16:09:09,2019-08-04,05:06:30
555,BA,BNJ5,BNJ5,2019-04-12,04:03:08,2019-11-27,11:01:15
556,BA,PRKT,L33K,2019-09-03,20:09:58,2019-06-04,21:09:18
557,EA,FG18,FG18,2019-02-28,08:03:43,2019-09-09,08:06:24
558,AAR,BNJ5,AM10,2019-01-16,09:10:44,2019-12-10,06:12:17
559,EA,AM10,FG18,2019-05-06,06:08:40,2019-02-19,18:10:36
560,EA,PRKT,L33K,2019-04-18,02:01:14,2019-04-25,01:09:35
561,JA,PRKT,FG18,2019-08-20,10:08:57,2019-11-29,03:07:34
562,JA,AM10,L33K,2019-11-03,00:07:01,2019-05-05,18:10:26
563,AA,FG18,PRKT,2019-07-01,10:11:20,2019-07-04,01:10:55
564,EA,FG18,FG18,2019-05-08,13:12:28,2019-06-22,00:07:01
565,JA,FG18,L33K,2019-08-10,03:09:10,2019-04-10,11:02:00
566,EA,PRKT,L33K,2019-04-22,13:03:03,2019-10-18,19:12:37
567,BA,BNJ5,PRKT,2019-01-24,01:12:55,2019-04-29,20:05:59
568,AA,PRKT,PRKT,2019-06-21,14:02:31,2019-10-17,21:09:45
569,BA,BNJ5,FG18,2019-10-10,11:09:00,2019-05-14,06:05:02
570,AAR,PRKT,PRKT,2019-01-15,01:08:26,2019-07-24,08:11:56
571,EA,FG18,BNJ5,2019-02-21,20:01:59,2019-06-05,15:10:22
572,BA,AM10,FG18,2019-01-07,10:09:34,2019-08-27,19:11:28
573,EA,AM10,FG18,2019-01-24,01:11:24,2019-07-03,14:10:22
574,AA,PRKT,L33K,2019-04-23,21:09:16,2019-10-15,10:10:53
575,EA,FG18,AM10,2019-10-23,21:08:10,2019-08-29,16:09:34
576,BA,BNJ5,AM10,2019-11-02,00:02:26,2019-10-06,13:08:58
577,AA,PRKT,FG18,2019-04-21,02:07:08,2019-08-05,18:03:47
578,AAR,L33K,AM10,2019-10-30,05:08:35,2019-04-14,13:03:10
579,BA,BNJ5,FG18,2019-05-23,18:04:20,2019-04-16,00:12:56
580,EA,PRKT,AM10,2019-04-18,13:03:27,2019-07-10,17:02:17
581,JA,BNJ5,L33K,2019-03-15,04:01:45,2019-03-01,08:06:18
582,AAR,FG18,FG18,2019-01-04,21:01:18,2019-10-09,10:08:13
583,AAR,BNJ5,FG18,2019-07-17,09:01:36,2019-03-10,23:08:46
584,BA,L33K,L33K,2019-08-08,00:05:02,2019-06-15,19:09:20
585,EA,BNJ5,L33K,2019-10-06,11:12:42,2019-01-31,18:06:44
586,BA,BNJ5,PRKT,2019-06-17,00:09:45,2019-12-11,00:09:10
587,JA,FG18,AM10,2019-04-18,20:09:56,2019-09-27,05:12:35
588,AAR,PRKT,L33K,2019-03-15,22:03:32,2019-03-27,04:05:23
589,AAR,AM10,L33K,2019-10-19,18:11:49,2019-09-01,00:08:57
590,JA,BNJ5,FG18,2019-07-01,09:10:13,2019-05-02,10:11:14
591,JA,PRKT,FG18,2019-05-25,04:02:01,2019-04-30,16:04:14
592,AA,FG18,BNJ5,2019-12-15,11:08:26,2019-03-17,04:02:36
593,JA,AM10,L33K,2019-11-03,13:02:26,2019-07-16,08:04:57
594,AAR,AM10,BNJ5,2019-08-04,17:11:00,2019-05-06,19:05:59
595,AA,PRKT,L33K,2019-06-10,06:11:56,2019-03-18,23:01:25
596,EA,L33K,BNJ5,2019-12-30,16:11:59,2019-01-04,06:12:33
597,JA,L33K,FG18,2019-01-21,00:04:55,2019-05-06,17:01:29
598,EA,L33K,PRKT,2019-09-17,13:08:53,2019-03-16,21:07:08
599,JA,L33K,AM10,2019-04-06,03:09:21,2019-11-25,02:03:02
600,BA,AM10,BNJ5,2019-08-02,14:10:25,2019-12-28,17:10:37
601,AAR,BNJ5,AM10,2019-01-19,09:05:23,2019-02-22,00:07:06
602,BA,BNJ5,FG18,2019-11-22,09:02:21,2019-11-12,17:03:32
603,AAR,BNJ5,L33K,2019-04-18,06:08:45,2019-08-25,02:02:04
604,AAR,L33K,FG18,2019-09-13,15:07:57,2019-07-16,17:09:48
605,BA,FG18,PRKT,2019-11-02,11:12:18,2019-09-20,22:09:59
606,AAR,PRKT,BNJ5,2019-07-24,19:08:26,2019-11-16,13:06:56
607,AA,FG18,FG18,2019-12-09,17:02:52,2019-03-05,21:02:04
608,AAR,FG18,AM10,2019-01-17,22:03:50,2019-12-04,18:04:48
609,EA,AM10,FG18,2019-01-14,01:02:27,2019-04-06,17:09:29
610,AAR,AM10,BNJ5,2019-07-28,08:11:53,2019-08-31,18:02:59
611,JA,AM10,BNJ5,2019-03-15,10:09:13,2019-02-07,12:12:34
612,AA,BNJ5,L33K,2019-09-25,12:01:20,2019-11-22,18:12:45
613,BA,BNJ5,L33K,2019-04-25,20:05:35,2019-09-08,12:02:57
614,BA,PRKT,AM10,2019-03-22,07:04:49,2019-02-09,14:06:31
615,AA,PRKT,BNJ5,2019-01-27,06:10:51,2019-07-29,16:05:09
616,JA,L33K,L33K,2019-03-21,03:02:18,2019-06-24,03:05:23
617,JA,L33K,FG18,2019-12-15,15:09:03,2019-10-24,11:09:57
618,AA,AM10,L33K,2019-06-20,19:07:21,2019-09-13,21:09:08
619,JA,PRKT,PRKT,2019-06-19,19:03:54,2019-08-08,23:11:56
620,AAR,PRKT,FG18,2019-11-09,07:06:39,2019-01-02,18:05:34
621,JA,PRKT,PRKT,2019-12-28,15:01:54,2019-08-03,13:06:05
622,AAR,BNJ5,BNJ5,2019-06-05,10:03:17,2019-08-01,05:02:07
623,BA,BNJ5,AM10,2019-08-14,21:04:17,2019-10-07,05:01:06
624,AA,FG18,BNJ5,2019-07-01,14:01:08,2019-08-14,07:05:36
625,EA,FG18,PRKT,2019-07-28,19:03:58,2019-06-03,21:12:11
626,AA,PRKT,BNJ5,2019-12-30,21:08:18,2019-08-04,19:12:44
627,AA,FG18,L33K,2019-02-08,10:09:00,2019-08-17,16:04:42
628,AAR,FG18,PRKT,2019-11-27,15:11:37,2019-05-04,11:06:49
629,AAR,PRKT,L33K,2019-08-26,21:12:44,2019-08-28,22:06:38
630,EA,FG18,L33K,2019-01-30,06:08:26,2019-08-10,15:02:34
631,AAR,FG18,PRKT,2019-09-12,17:11:02,2019-02-19,07:02:19
632,AAR,L33K,FG18,2019-09-26,15:01:28,2019-08-18,08:06:18
633,EA,AM10,FG18,2019-06-22,02:03:10,2019-08-03,04:06:35
634,BA,FG18,BNJ5,2019-08-14,10:08:52,2019-08-23,10:07:12
635,EA,AM10,BNJ5,2019-06-25,18:03:03,2019-06-19,21:01:47
636,AA,L33K,AM10,2019-03-16,12:05:40,2019-01-08,04:10:18
637,AA,PRKT,PRKT,2019-05-07,18:01:25,2019-03-01,13:07:59
638,BA,BNJ5,AM10,2019-02-27,09:10:17,2019-06-03,06:10:51
639,BA,AM10,BNJ5,2019-06-22,23:04:28,2019-05-18,00:06:14
640,JA,AM10,AM10,2019-07-21,23:05:30,2019-09-28,02:09:36
641,JA,BNJ5,L33K,2019-03-29,22:03:33,2019-09-08,10:06:22
642,AAR,AM10,BNJ5,2019-04-27,06:07:03,2019-09-13,15:05:24
643,JA,FG18,FG18,2019-07-13,18:12:31,2019-01-26,04:08:12
644,EA,AM10,L33K,2019-04-20,17:07:24,2019-08-30,12:01:25
645,BA,BNJ5,AM10,2019-05-13,18:11:32,2019-08-25,14:07:25
646,BA,BNJ5,FG18,2019-01-24,16:12:25,2019-02-16,10:05:12
647,JA,BNJ5,PRKT,2019-12-29,08:07:29,2019-03-28,12:01:21
648,BA,AM10,PRKT,2019-07-11,22:06:49,2019-05-19,07:05:17
649,JA,L33K,AM10,2019-06-09,16:12:15,2019-08-07,00:07:10
650,JA,PRKT,PRKT,2019-08-07,22:08:25,2019-02-20,09:07:34
651,EA,FG18,AM10,2019-03-27,22:06:42,2019-04-17,05:06:53
652,AAR,L33K,FG18,2019-10-23,19:05:38,2019-09-10,04:12:23
653,EA,PRKT,BNJ5,2019-12-26,06:01:45,2019-01-22,08:12:08
654,BA,AM10,BNJ5,2019-02-28,09:02:21,2019-12-27,21:09:23
655,EA,PRKT,FG18,2019-04-30,19:09:04,2019-01-30,11:09:31
656,BA,L33K,FG18,2019-08-27,10:04:35,2019-01-03,22:11:13
657,JA,AM10,AM10,2019-04-11,03:06:02,2019-04-13,13:06:35
658,AAR,FG18,FG18,2019-02-02,18:03:06,2019-06-18,18:03:19
659,JA,AM10,AM10,2019-06-12,09:11:20,2019-06-04,13:12:04
660,BA,BNJ5,AM10,2019-01-03,11:10:01,2019-06-30,19:04:55
661,EA,AM10,FG18,2019-10-09,18:02:25,2019-10-21,14:05:27
662,BA,L33K,FG18,2019-09-09,21:04:15,2019-08-02,14:11:26
663,AAR,L33K,L33K,2019-11-08,14:07:39,2019-08-15,21:10:50
664,BA,L33K,FG18,2019-12-05,00:10:03,2019-05-01,23:05:13
665,BA,PRKT,FG18,2019-07-05,03:03:02,2019-06-28,12:10:02
666,BA,PRKT,AM10,2019-07-09,04:12:12,2019-02-01,22:12:37
667,JA,PRKT,BNJ5,2019-11-01,08:12:04,2019-04-15,12:02:53
668,EA,PRKT,FG18,2019-04-05,01:04:25,2019-04-05,22:03:01
669,BA,AM10,FG18,2019-08-09,21:03:46,2019-02-08,16:09:10
670,AAR,FG18,L33K,2019-11-19,12:12:45,2019-06-18,17:09:52
671,JA,BNJ5,FG18,2019-02-03,17:02:55,2019-11-12,14:08:24
672,BA,FG18,L33K,2019-02-02,09:10:47,2019-01-18,05:06:01
673,EA,BNJ5,L33K,2019-04-22,11:04:13,2019-09-22,09:12:07
674,EA,FG18,BNJ5,2019-08-25,02:03:41,2019-09-18,13:02:28
675,BA,PRKT,FG18,2019-05-15,07:05:41,2019-04-11,17:05:08
676,JA,FG18,L33K,2019-06-09,08:02:26,2019-02-09,22:11:59
677,JA,BNJ5,BNJ5,2019-12-12,00:03:30,2019-07-15,20:01:23
678,AAR,L33K,FG18,2019-02-22,01:01:07,2019-12-12,20:05:10
679,AA,L33K,AM10,2019-09-23,22:06:12,2019-02-19,02:09:03
680,JA,BNJ5,PRKT,2019-05-19,21:10:27,2019-06-17,16:04:51
681,AA,L33K,BNJ5,2019-01-31,21:10:57,2019-09-02,08:11:54
682,AAR,L33K,L33K,2019-04-22,09:04:17,2019-09-15,15:09:04
683,BA,PRKT,L33K,2019-01-30,12:02:02,2019-07-08,05:07:22
684,BA,FG18,L33K,2019-08-30,02:04:51,2019-10-20,02:11:55
685,AAR,PRKT,AM10,2019-09-07,12:12:22,2019-06-10,19:02:22
686,AAR,AM10,L33K,2019-01-03,02:09:22,2019-06-14,14:08:06
687,JA,AM10,AM10,2019-02-01,16:02:59,2019-07-18,17:08:11
688,JA,AM10,FG18,2019-05-10,18:04:41,2019-02-17,00:05:01
689,BA,FG18,FG18,2019-11-15,09:10:54,2019-08-31,11:03:59
690,BA,L33K,PRKT,2019-06-29,22:11:16,2019-04-19,05:01:50
691,AAR,L33K,FG18,2019-11-16,01:02:00,2019-12-20,10:08:27
692,JA,PRKT,FG18,2019-05-13,20:06:25,2019-09-28,21:05:24
693,JA,L33K,FG18,2019-07-08,20:02:25,2019-01-27,04:10:35
694,EA,FG18,L33K,2019-02-02,00:11:08,2019-06-11,20:09:06
