id_producto,id_comprador,id_vendedor,pais,tiene_reclamo,anio,mes,precio_local
2,36,13,"Lao People""S Democratic Republic",0,2018,12,194
8,40,9,"Congo, The Democratic Republic of the",0,2019,11,760
22,46,15,Guam,1,2019,10,777
2,12,7,Luxembourg,0,2019,4,397
7,35,1,Honduras,0,2020,7,129
25,7,9,Puerto Rico,0,2018,1,213
1,37,20,Sweden,0,2019,4,176
14,40,1,Swaziland,0,2020,2,277
21,22,1,Jordan,1,2020,1,693
18,21,2,Tonga,1,2019,3,388
26,22,19,Chad,0,2018,6,912
29,37,14,Peru,0,2020,6,293
7,33,5,Zambia,1,2020,5,657
17,2,3,Poland,0,2020,8,429
1,32,20,Fiji,1,2020,2,296
1,46,2,Argentina,0,2020,6,358
10,43,18,Armenia,1,2018,7,849
15,46,16,"Tanzania, United Republic of",1,2018,9,538
2,27,9,"Moldova, Republic of",0,2018,5,570
11,5,15,Dominican Republic,0,2019,6,493
21,28,18,Tokelau,0,2019,9,272
18,39,4,"Palestinian Territory, Occupied",1,2019,7,414
17,11,20,Ethiopia,0,2020,5,730
16,24,4,Pakistan,0,2020,1,941
28,34,18,Tuvalu,0,2019,2,867
30,9,18,Ethiopia,1,2019,9,592
23,1,1,Chile,1,2020,10,317
9,27,17,Italy,1,2018,6,983
20,35,13,Niger,1,2018,5,405
7,49,1,Spain,1,2018,10,714
28,45,12,Sao Tome and Principe,1,2018,12,948
27,24,10,United States Minor Outlying Islands,0,2020,6,141
4,11,7,Paraguay,0,2020,7,908
24,2,2,Saint Pierre and Miquelon,0,2020,7,170
25,49,5,Svalbard and Jan Mayen,1,2019,7,627
15,27,16,Swaziland,1,2020,1,903
12,18,12,Oman,0,2019,11,603
13,46,19,Lithuania,1,2018,1,753
9,28,4,Belarus,1,2020,5,311
23,38,10,Senegal,1,2019,9,274
3,32,7,Hong Kong,1,2018,3,269
6,2,2,"Congo, The Democratic Republic of the",1,2019,10,232
27,25,16,Spain,1,2019,4,311
13,1,14,South Africa,0,2018,6,195
28,45,3,United Arab Emirates,1,2020,7,658
18,19,16,"Cote D""Ivoire",1,2018,8,583
23,31,18,Bulgaria,1,2018,11,370
28,26,2,Djibouti,1,2018,8,495
13,2,2,Liechtenstein,1,2019,8,316
8,41,8,Marshall Islands,1,2019,6,642
27,44,16,Singapore,0,2020,4,601
26,48,6,Zimbabwe,1,2019,6,519
11,48,2,Turks and Caicos Islands,0,2019,10,450
3,13,12,Armenia,0,2019,11,964
29,4,16,Sweden,1,2020,12,664
16,25,7,"Iran, Islamic Republic Of",1,2018,5,893
11,11,7,Northern Mariana Islands,0,2018,1,235
14,25,19,Nigeria,1,2020,1,149
25,14,17,Lesotho,1,2019,6,754
1,2,16,Greece,1,2019,12,118
23,29,2,"Palestinian Territory, Occupied",0,2019,8,209
7,6,20,"Palestinian Territory, Occupied",1,2018,3,863
1,45,7,Serbia and Montenegro,0,2020,6,606
1,48,9,Zambia,1,2020,7,810
18,5,19,Bangladesh,0,2019,10,735
29,27,12,Mexico,1,2020,2,997
21,50,13,Puerto Rico,0,2020,3,431
9,22,12,Chad,1,2018,5,334
27,2,18,Netherlands,0,2020,8,877
27,40,1,Norfolk Island,0,2018,1,915
27,3,2,Samoa,0,2019,6,599
9,17,17,Latvia,1,2018,8,252
3,8,16,"Moldova, Republic of",1,2019,5,431
8,24,14,Mozambique,1,2018,4,474
18,41,3,Timor-Leste,1,2020,2,920
1,37,17,Grenada,1,2018,12,595
6,6,3,Grenada,1,2019,10,899
23,7,11,Nicaragua,0,2020,2,625
9,33,20,Thailand,0,2018,4,246
21,43,12,Iraq,0,2018,6,668
14,25,7,Papua New Guinea,1,2018,8,990
18,13,16,Ireland,1,2020,8,616
19,2,8,Macao,1,2020,8,762
20,3,8,Kenya,1,2020,10,791
18,14,8,Sierra Leone,0,2018,7,338
16,19,3,Ethiopia,1,2018,5,914
12,30,11,Senegal,1,2018,9,167
7,13,19,Norfolk Island,1,2020,4,460
8,7,15,AndorrA,1,2018,11,380
16,18,8,Turkey,1,2020,9,387
13,30,9,Iraq,0,2019,5,862
15,8,5,Latvia,0,2020,6,829
3,16,19,Benin,0,2019,1,144
10,11,10,Malaysia,1,2018,10,587
10,1,18,Sierra Leone,1,2020,11,901
1,20,2,Trinidad and Tobago,0,2019,3,958
15,24,9,"Moldova, Republic of",1,2020,12,431
1,6,1,"Virgin Islands, British",0,2020,1,876
23,41,11,Spain,0,2018,5,584
14,23,7,Saint Kitts and Nevis,0,2018,6,918
15,35,19,Somalia,1,2020,11,978
3,9,12,Pakistan,1,2019,6,766
21,1,4,Gibraltar,0,2018,1,629
12,37,20,Nauru,0,2019,8,569
18,26,19,Slovakia,0,2020,5,930
26,21,9,Svalbard and Jan Mayen,0,2018,10,472
19,35,1,Azerbaijan,1,2018,10,245
16,22,13,Madagascar,0,2020,7,353
24,10,13,Timor-Leste,0,2018,4,933
5,48,4,Guadeloupe,0,2020,11,336
9,38,15,Tonga,0,2020,3,966
27,49,18,Bosnia and Herzegovina,0,2019,12,376
23,47,13,Montserrat,0,2019,4,170
11,49,9,Croatia,1,2020,12,928
21,17,16,Egypt,1,2020,3,925
22,31,4,Northern Mariana Islands,0,2019,3,454
18,32,11,Bermuda,1,2019,11,704
26,42,16,Central African Republic,1,2018,8,713
1,1,16,"Moldova, Republic of",1,2020,8,434
20,49,12,Turks and Caicos Islands,0,2018,4,161
4,22,20,American Samoa,1,2018,1,845
30,33,12,RWANDA,1,2018,3,268
9,24,14,Saint Pierre and Miquelon,0,2020,10,661
12,17,6,Malawi,1,2018,5,268
20,30,2,Isle of Man,0,2019,9,581
2,16,16,United Arab Emirates,0,2018,9,563
15,19,3,Japan,0,2020,10,860
5,14,7,Antarctica,1,2019,3,456
28,30,18,Australia,1,2018,9,161
12,28,14,Lebanon,1,2020,4,895
5,2,18,Oman,0,2019,4,562
13,8,3,Cocos (Keeling) Islands,1,2019,2,311
12,48,16,Hungary,0,2018,1,980
1,12,7,Palau,0,2019,11,874
23,44,8,Puerto Rico,0,2020,10,199
20,6,7,Qatar,1,2020,6,480
1,11,6,Viet Nam,1,2018,2,972
14,15,9,Viet Nam,1,2020,8,925
11,9,12,Tonga,1,2019,6,268
22,10,3,Bahrain,1,2019,9,660
26,32,8,RWANDA,1,2020,10,984
7,22,13,Malta,1,2019,8,160
23,30,18,New Zealand,1,2019,3,385
10,26,11,San Marino,0,2020,7,131
7,25,11,Uruguay,1,2018,8,808
8,18,5,Thailand,0,2020,10,161
24,46,8,Mauritius,0,2020,9,512
15,19,18,Antigua and Barbuda,0,2018,10,731
15,2,11,"Micronesia, Federated States of",1,2019,5,430
18,38,15,Mexico,1,2020,4,338
5,20,13,Latvia,0,2018,9,400
16,12,1,Tajikistan,0,2019,9,844
2,1,3,San Marino,1,2018,4,985
6,2,12,Libyan Arab Jamahiriya,0,2018,1,899
4,9,16,Falkland Islands (Malvinas),1,2020,8,652
10,25,1,Reunion,0,2018,10,340
19,24,3,Russian Federation,0,2020,10,597
27,43,12,Pitcairn,0,2020,8,721
18,30,14,Saint Vincent and the Grenadines,0,2020,12,452
7,19,1,Faroe Islands,1,2020,10,744
27,13,13,Luxembourg,0,2019,5,724
19,34,18,Comoros,0,2019,6,163
10,9,4,"Tanzania, United Republic of",1,2019,4,607
3,5,10,Saint Kitts and Nevis,0,2019,2,380
17,47,3,Cocos (Keeling) Islands,0,2018,8,384
25,11,5,Madagascar,0,2019,8,799
4,42,20,Mongolia,0,2018,4,578
20,3,16,Reunion,0,2018,9,102
5,38,18,"Iran, Islamic Republic Of",1,2020,9,762
19,24,7,Myanmar,0,2018,9,909
3,2,13,Turkey,0,2019,2,442
29,20,1,Anguilla,1,2019,1,172
13,26,1,Gambia,1,2019,8,698
22,21,18,Dominica,1,2020,3,152
8,38,10,Myanmar,0,2018,10,264
30,26,5,Finland,1,2020,9,976
11,46,8,Yemen,0,2020,3,394
11,25,4,Monaco,0,2019,5,301
7,34,18,Guernsey,0,2020,10,932
10,38,5,Hong Kong,1,2020,10,338
20,9,8,Philippines,0,2020,6,325
21,40,18,Switzerland,1,2019,7,809
21,35,13,Cuba,1,2018,3,834
15,40,11,Burkina Faso,1,2019,7,358
12,27,13,Ethiopia,1,2020,7,179
19,19,18,Kyrgyzstan,0,2018,10,677
24,34,4,Dominican Republic,1,2018,11,800
2,36,3,Bosnia and Herzegovina,0,2019,1,234
18,45,14,Spain,1,2018,8,884
25,13,10,Solomon Islands,1,2019,1,108
7,34,19,Poland,1,2018,8,956
25,19,7,Argentina,0,2018,5,630
23,30,11,Mongolia,0,2019,3,294
26,27,3,United Kingdom,1,2020,10,942
3,7,16,Japan,0,2020,9,534
10,38,17,Turkmenistan,1,2018,10,863
25,17,20,Yemen,0,2019,12,697
13,2,20,Congo,1,2018,7,702
7,2,11,Uganda,1,2019,4,653
17,12,13,Norway,0,2019,3,485
13,21,1,"Macedonia, The Former Yugoslav Republic of",1,2020,2,930
8,43,6,Antigua and Barbuda,1,2018,12,154
14,2,6,Brazil,1,2018,3,929
18,31,11,Burkina Faso,1,2018,2,849
10,32,2,Bermuda,1,2019,2,590
3,30,4,Uzbekistan,0,2018,7,726
4,40,13,"Congo, The Democratic Republic of the",0,2020,10,639
27,6,11,United Arab Emirates,1,2020,8,750
19,26,8,Zambia,1,2018,10,816
26,16,12,Israel,1,2020,10,228
20,35,5,Slovenia,1,2020,7,592
8,20,20,"Korea, Republic of",1,2020,4,811
3,26,10,Pitcairn,0,2019,4,685
5,10,5,British Indian Ocean Territory,1,2018,8,475
8,26,1,Yemen,0,2018,7,973
24,23,15,"Moldova, Republic of",1,2019,3,323
7,4,3,Lebanon,0,2018,11,695
22,48,8,Belize,1,2020,1,211
11,34,8,Pakistan,1,2020,2,797
11,11,7,Saint Pierre and Miquelon,1,2019,10,422
11,9,12,"Micronesia, Federated States of",0,2020,10,463
5,49,19,Djibouti,0,2020,8,879
5,11,2,French Southern Territories,0,2018,4,606
2,4,2,"Virgin Islands, British",1,2019,1,106
26,43,11,Christmas Island,1,2019,5,211
8,39,6,"Iran, Islamic Republic Of",0,2020,11,566
9,14,20,Mongolia,1,2020,9,315
23,30,8,Venezuela,1,2018,10,514
10,41,13,Honduras,0,2018,1,940
20,27,9,Hungary,1,2019,6,654
14,24,11,Zambia,0,2019,12,987
10,6,7,Norfolk Island,0,2020,11,946
3,30,4,Tunisia,1,2018,10,534
12,41,7,Fiji,1,2020,2,898
17,45,4,Mayotte,0,2018,1,184
30,49,18,Nauru,0,2020,5,498
5,40,4,Belgium,1,2020,10,575
15,7,18,Swaziland,0,2018,11,453
23,15,10,Sudan,1,2019,4,220
2,33,4,Eritrea,0,2019,6,772
8,32,2,South Africa,0,2020,3,324
19,29,5,Turkey,1,2018,9,683
5,29,5,"Taiwan, Province of China",0,2019,7,526
7,35,13,Cameroon,1,2018,3,573
12,7,10,"Korea, Democratic People""S Republic of",1,2018,12,602
11,11,5,Aruba,0,2019,4,905
30,19,3,Paraguay,1,2018,1,683
19,1,2,Pitcairn,1,2020,3,766
25,34,19,Egypt,1,2018,4,474
14,15,12,Denmark,1,2018,9,474
7,1,2,China,1,2018,1,252
23,24,9,Saudi Arabia,0,2019,1,181
18,47,13,Chad,0,2020,5,248
10,29,19,Hong Kong,0,2018,7,515
29,25,5,Albania,0,2019,11,464
17,32,11,Uganda,0,2020,5,832
28,33,11,Hong Kong,0,2020,2,390
10,39,4,Saint Lucia,1,2019,3,996
29,18,17,Norfolk Island,0,2020,12,289
20,35,4,Estonia,0,2020,12,225
3,5,10,Mali,0,2018,10,331
4,39,19,Cayman Islands,1,2019,3,958
15,7,17,Maldives,0,2019,1,645
29,7,7,Antigua and Barbuda,1,2019,5,618
9,39,9,Guinea,1,2019,10,239
24,42,20,Bermuda,0,2020,11,567
8,9,10,Seychelles,0,2019,8,989
27,42,19,Estonia,1,2020,8,601
24,35,11,Mauritius,1,2018,1,371
11,45,20,Panama,1,2020,2,972
8,19,18,Croatia,0,2018,7,323
20,16,15,Thailand,1,2020,4,224
21,20,11,Tonga,1,2020,3,409
29,36,6,Djibouti,0,2018,11,903
3,25,8,"Virgin Islands, U.S.",0,2019,11,200
4,21,7,Poland,1,2019,9,368
24,7,1,American Samoa,1,2020,4,631
16,42,1,Cameroon,0,2020,12,684
19,4,12,Grenada,0,2020,9,176
5,9,9,Greece,1,2020,2,393
7,15,9,Gabon,1,2019,12,359
1,32,9,Czech Republic,1,2018,9,421
21,3,6,Gambia,0,2019,8,246
28,11,7,Kiribati,1,2019,6,937
7,21,7,Bahrain,1,2019,7,244
13,17,9,Ireland,0,2020,2,978
13,10,8,Cocos (Keeling) Islands,0,2018,1,397
19,42,15,Saudi Arabia,0,2020,6,254
2,28,7,Malawi,1,2018,1,226
21,2,20,United States,1,2019,5,400
27,41,4,Svalbard and Jan Mayen,0,2020,11,610
30,41,18,Iraq,0,2018,10,375
11,20,12,Estonia,0,2020,4,901
4,47,3,South Africa,0,2018,7,178
10,14,20,Greece,1,2018,11,717
22,4,13,Mauritius,0,2019,9,917
2,16,6,Faroe Islands,0,2018,2,963
1,13,20,French Southern Territories,1,2020,3,419
13,43,7,Qatar,1,2019,12,637
2,25,8,Chad,0,2018,11,351
16,23,19,Papua New Guinea,0,2018,1,539
3,31,4,Tajikistan,1,2020,5,357
30,15,2,Jersey,1,2020,10,635
11,23,9,Mexico,1,2018,9,579
19,9,15,United States Minor Outlying Islands,1,2020,6,342
20,26,2,Argentina,0,2019,10,331
3,28,6,Cameroon,1,2020,5,403
3,35,11,Portugal,0,2018,10,236
20,19,11,Martinique,1,2019,2,473
6,34,9,Denmark,0,2018,1,843
22,14,18,Guatemala,1,2018,1,229
6,8,20,Liechtenstein,0,2020,9,843
18,12,15,"Cote D""Ivoire",0,2020,3,172
11,14,11,Myanmar,1,2018,5,416
25,13,12,Gabon,0,2020,5,238
19,14,4,El Salvador,0,2020,1,431
24,36,11,Western Sahara,0,2020,5,626
2,35,19,Costa Rica,1,2018,10,536
19,24,19,Guam,0,2018,8,393
28,41,4,"Virgin Islands, U.S.",0,2018,9,932
6,5,2,Hong Kong,1,2020,10,414
30,32,14,Brazil,1,2019,8,256
9,33,6,Spain,0,2018,2,413
28,37,2,Congo,1,2020,10,350
26,20,5,Albania,0,2020,3,816
26,4,20,Trinidad and Tobago,1,2018,2,437
17,49,5,Costa Rica,1,2019,10,259
6,14,12,British Indian Ocean Territory,0,2020,4,616
19,11,13,Egypt,1,2018,5,929
1,39,19,Indonesia,0,2020,5,541
25,38,5,Holy See (Vatican City State),1,2019,2,956
4,12,13,Netherlands Antilles,0,2019,5,235
10,34,4,Benin,0,2018,7,403
7,8,13,Central African Republic,1,2020,9,384
9,10,14,"Congo, The Democratic Republic of the",1,2019,12,658
26,36,18,Cameroon,0,2018,3,127
21,18,8,Nauru,0,2018,4,625
23,11,17,Iraq,1,2019,8,506
16,8,12,South Africa,1,2020,2,874
26,7,17,Colombia,0,2019,11,520
24,26,13,Croatia,0,2018,12,866
30,1,16,"Cote D""Ivoire",0,2019,7,798
23,2,16,Indonesia,1,2020,8,573
16,43,9,"Cote D""Ivoire",0,2020,6,881
19,6,9,Belize,0,2019,3,175
25,12,3,Cuba,0,2018,4,374
5,10,19,Timor-Leste,0,2019,8,783
11,5,16,Ethiopia,0,2018,12,367
5,16,1,Kiribati,1,2018,6,319
10,50,2,United States,1,2019,10,177
19,32,6,British Indian Ocean Territory,1,2018,10,212
2,24,20,Maldives,1,2019,5,236
25,45,13,Holy See (Vatican City State),0,2020,9,220
9,36,17,Sierra Leone,1,2019,6,117
22,37,4,Belarus,1,2020,8,786
8,37,9,Nigeria,1,2018,8,986
3,44,15,Montserrat,1,2018,3,495
22,48,4,Chad,1,2018,7,859
29,50,4,Estonia,0,2018,6,746
30,31,18,Kiribati,0,2020,1,209
19,10,15,El Salvador,1,2018,2,275
17,15,20,New Caledonia,1,2019,2,304
30,6,3,Mauritania,0,2019,7,694
15,14,10,"Virgin Islands, U.S.",0,2018,11,946
18,9,18,Panama,1,2020,9,334
19,20,5,Malaysia,0,2020,3,147
27,10,17,Barbados,1,2019,2,851
27,1,2,Namibia,1,2020,5,401
17,45,14,Colombia,1,2018,2,646
8,24,6,Saint Lucia,0,2018,2,960
22,42,2,Lithuania,0,2020,10,944
12,29,3,Guadeloupe,0,2020,2,328
14,16,19,Honduras,1,2019,3,215
