fecha,id_caso,descripcion,estado_caso,categoria,latitud,longitud
2017-02-15,437,xnjurvkqykhmaqcyezuz,1,1,2,79
2009-03-19,438,tgruynnuteeodrosb,2,8,93,8
2016-07-02,439,wbizwojdenxbijnug,1,10,71,38
2015-09-18,440,nezgpwufkyrbstfxkim,3,3,59,77
2012-10-27,441,fypiezharvcvrwgjwt,1,2,63,96
2016-05-04,442,usakdnwirldsjkuwgck,3,10,21,28
2017-08-29,443,nviobqvtegezgowzh,1,4,8,93
2015-08-28,444,xcjxgevvyjefbie,3,4,72,62
2004-06-26,445,hcneahkfhdrdlnzbvdl,1,3,25,41
2003-03-22,446,ixyuvvybvvugxgjucyhv,1,1,99,59
2018-08-06,447,einiaghymmknejsqusak,2,7,88,75
2018-08-03,448,grzkqrwlzoalkdzkhpk,3,4,20,46
2003-03-15,449,dywbgnptnnnryxeud,3,10,47,41
2016-01-29,450,jhapluqqqyynhjfzx,2,1,76,67
2010-11-08,451,mssqdwxvjkcnitbgmv,1,2,96,83
2011-03-17,452,hdaxlmcxgdvjclf,3,2,82,58
2003-09-07,453,ucjxnyinzwtdaqch,1,6,70,66
2013-12-05,454,purxqncphqkglafu,3,9,20,74
2010-12-12,455,uoymwqepgzdafhtua,2,1,30,69
2018-07-18,456,khbxemksrcpomiqthxk,3,2,49,60
2014-11-21,457,drrqburqibdwujym,1,5,65,66
2001-03-29,458,obwrcuhwlxumjpdjtq,2,8,11,79
2000-01-13,459,nvwwdankuvorsrh,2,9,37,46
2013-09-24,460,gmqvzafwogazczkpssb,1,6,74,24
2018-12-20,461,qrcledeslmryypmw,1,9,98,11
2012-04-01,462,ewmrivsjrwtmcdnpqd,3,9,70,74
2006-04-04,463,ygeqmphvpjzavnyg,1,2,28,23
2004-02-23,464,qvjwjnrwwspeopcsqwj,1,1,48,26
2009-04-28,465,rugvgsioiliiowt,2,6,82,68
2019-01-31,466,wpgxyxovstvuyqvhndoy,1,7,12,76
2009-03-31,467,dhdnmidvtubsfhtq,1,6,100,88
2002-10-07,468,myhlnjhrixphzfb,2,7,41,53
2009-03-19,469,rbppnxuxsytfzqgc,3,4,34,18
2011-11-13,470,ecvckmxnipfjdjf,2,4,63,32
2005-02-05,471,reqyameswpeeprautq,3,2,95,47
2011-12-05,472,gifxfoswkuctjpibdy,3,8,51,91
2011-05-14,473,eclqodgkkfdhhtlz,3,3,40,88
2002-11-22,474,wzofgudrniayryak,3,4,31,40
2008-02-06,475,nysldxqzcgnfwyzm,3,3,32,27
2013-01-26,476,wtjjvcpmwuqtgkz,1,3,42,62
2008-12-09,477,cfwjphzlbapoemacahk,3,3,20,44
2018-10-02,478,wxtlsxqckcwenhbtrmr,3,3,86,51
2019-07-29,479,ztqxilzukqvxubfkoj,2,4,60,83
2003-07-01,480,cnbcrvmmsbmpnlf,2,1,77,95
2010-02-14,481,gysynoitdputtwrsv,1,1,35,42
2004-01-29,482,aqhlqamkaesuhtayzrnw,1,10,17,11
2010-08-16,483,qnmhyxeubygffxuhuqvs,1,10,31,81
2008-11-06,484,asxtomtgviadeulamg,3,6,92,73
2016-05-14,485,oesokfvckbznwguncm,1,7,57,89
2010-10-03,486,midnxwdimrbawvjkvdb,3,5,97,21
2003-11-29,487,jxjtnlhfzfentvteuwq,1,1,97,4
2015-09-30,488,wqccbqggkwubvht,2,9,78,80
2009-03-07,489,vukhqhfbqwbkiopljh,1,5,95,72
2012-03-02,490,qvnnmtrxwytbkjjoxp,2,7,53,49
2000-08-08,491,ufegarjubxbwfhn,2,7,56,14
2000-12-09,492,sozhqkpaxfzwytioal,1,4,25,99
2011-04-19,493,hmmasjdyukrndnouka,2,7,22,53
2002-04-20,494,nwrmsfmttjxaxkcc,1,3,16,33
2019-05-12,495,pzsxmlrwqjnakszw,3,7,50,8
2002-12-04,496,fmdovnoocsgilfjkqkqj,1,8,56,54
2013-08-01,497,duktzjlcdpycoeudd,3,9,10,15
2007-07-04,498,bmhpxinvmdqbgyp,2,9,68,99
2001-11-03,499,vjhigctkkchzpnmf,2,7,98,3
2002-05-24,500,yajndbilunqrhxsw,2,7,63,16
2005-01-14,501,gauiltglpznenydw,2,6,75,83
2007-04-28,502,yfymeiyfkkwrikiilzh,3,4,4,70
2010-09-26,503,zczfmhmetogcukeft,2,6,20,61
2009-02-17,504,nbuxytqgylefgbpvz,1,3,44,33
2008-02-25,505,kfeccrsniktxunf,2,4,94,30
2000-01-09,506,ehwkbaffcpfxykfmixts,1,4,16,49
2003-02-10,507,tmkhwpviucqvjop,3,4,84,14
2013-06-08,508,diidpafmjpazoylty,3,6,70,6
2012-01-23,509,dzwesslsjdwstbl,2,4,63,19
2005-05-28,510,ocxcsvwfzoibvrf,1,3,53,27
2005-03-01,511,yrowrexbyvcpnwbal,3,6,51,99
2013-11-24,512,whneyvgdnnbzzjb,1,8,75,98
2013-11-24,513,itaxskyalxamytbpxtz,2,10,98,86
2003-06-23,514,vpovofiipejozbm,1,6,4,20
2005-12-22,515,ewqcnlixaqebcof,1,1,55,12
2006-04-21,516,djbowhqkzyieqcrdr,1,8,63,79
2016-11-26,517,ehkqtubpgnftfwntt,1,6,67,69
2016-07-28,518,fpvsdxnlouktuvow,3,8,66,36
2007-01-02,519,lsigghvdjsvplccir,3,10,82,74
2010-08-15,520,gfihmbkveoufrkcd,2,6,92,74
2011-08-12,521,agrgniakizncunqk,3,2,90,92
2004-05-27,522,nrrdrpaiczlcuxxver,2,10,11,83
2012-10-18,523,htqqexhjwdcgxaeynlm,3,4,100,94
2013-08-29,524,lecvrqjzjkfzeqexc,3,4,73,79
2006-07-16,525,cgtynozeexcaekybvi,1,10,61,30
2005-09-22,526,sfxqphqcpubwqncinz,2,7,74,20
2000-06-17,527,wogdjtypuqybskcs,2,3,94,76
2008-06-24,528,iulohaomosjxjqobe,3,9,55,33
2002-01-24,529,lbxdvvibcsitmflsgg,1,6,13,54
2002-05-29,530,kufdduflqmrptbseupkf,2,8,2,70
2013-06-02,531,dmoyokzulpgjlhmtndz,2,4,76,24
2005-11-14,532,bihvdpnkfbnvlchwnf,3,5,14,35
2017-04-04,533,oyfbyxccpbfdmxqqq,1,2,14,2
2002-12-16,534,pekbfdcwfvxidyqlbd,1,7,84,84
2007-03-17,535,ekhvzkzvkkukwzwrvyqk,3,7,20,80
2012-03-19,536,wgkwkdwkqymdasbxnffn,3,9,23,67
2013-07-28,537,hhdgfbyaidlgvoo,1,3,2,28
2003-06-15,538,foxjlzhiqxctqwq,1,9,5,76
2001-01-04,539,vskbvptsiimnhvtwhma,3,5,50,76
2017-07-23,540,etmqvgwvlcewpdepg,3,7,54,1
2005-12-09,541,pgkaoerycodowehfhxpw,3,8,98,32
2017-11-16,542,rwwhfhhjrekncpt,2,2,2,6
2001-02-26,543,bkwliyoxikfeewx,2,10,15,66
2005-06-18,544,rwgotavozednbao,2,7,21,17
2001-12-27,545,urmtxnncuygukotbhxox,1,9,32,43
2000-02-18,546,rbgucdvqjjzpcfmpmvdm,2,8,34,8
2002-01-18,547,svsdbqvcnakbfbsacn,1,9,39,92
2002-03-09,548,pmikaweavdfejma,3,8,9,5
2001-10-25,549,oldnoaulhhdhjapof,1,5,9,32
2006-06-18,550,zofirmgzzfiayggr,3,9,21,58
2001-07-03,551,ovqtaxnwrkukyqyztq,1,6,99,83
2003-11-07,552,zvdmsrfxogslvzntzwt,3,9,28,27
2015-06-19,553,ftnsejmuimmsygulq,2,3,24,37
2003-09-24,554,uwvmyapnpbzkkzkexqvo,1,4,18,11
2014-09-14,555,sjdnhhbzyaitndusma,1,1,34,3
2016-04-01,556,wibvryvcwscwwyoqz,2,3,91,13
2016-06-04,557,xejpiyandnnxykkmwm,1,3,27,84
2003-05-29,558,syxvxeoiuthjogxokcu,1,6,76,44
2003-06-05,559,xpytfssbmbnqijkyc,3,7,45,57
2019-01-30,560,xqqetwxhuofbcej,2,6,51,20
2015-09-29,561,lvzwcxrlyronoezzlhq,3,10,74,5
2004-07-31,562,zpktgctunxnheecgocsb,1,2,86,53
2003-10-03,563,gdcgqmkbbthyyyutuslc,1,9,72,37
2008-02-16,564,jcqeogbuadwdezk,3,8,19,73
2003-03-30,565,geotritnprufsosgx,3,3,85,8
2014-09-07,566,ummtzzxhxdjvvxkohm,3,2,17,96
2005-05-19,567,afcnkkjjfkpxbsibjc,2,1,29,74
2012-08-07,568,yhnigtkqadpnoblao,2,8,47,6
2008-01-01,569,elvnqcxeznvcyraopc,3,10,17,76
2002-05-07,570,tzcxatcefzkltsaw,2,7,41,61
2006-10-16,571,rrynwagamqaydczpbva,1,3,69,84
2019-10-01,572,dscqlzfuvjqouqkh,2,7,75,79
2007-12-19,573,pomjqpaglqkntljjnoor,3,3,43,99
2015-11-13,574,epzcqhibqjijktic,1,1,37,53
2000-10-29,575,zaxevguybfoxoowx,1,10,99,28
2006-12-14,576,tpnmcprxolsnaobasek,1,9,80,23
2000-03-16,577,tlituzmrtdejjgda,3,9,34,80
2006-05-13,578,zdpgjojmjohgxpyshq,2,5,51,66
2001-06-15,579,lvxrtjuzopnaymbwf,1,10,25,34
2006-11-06,580,ullciewofxozgwjfolk,2,4,38,23
2002-12-28,581,mhpapcfvouhgbvmxonqt,3,7,4,44
2001-12-14,582,cfbyvonqcbfwvmcerhd,1,5,28,17
2016-11-17,583,vxppjxskfccogewyf,2,2,29,17
2008-03-12,584,vjrzmqroxyczioykfzku,3,4,61,95
2017-07-09,585,yxeohphboqdvanprbwqe,2,1,40,34
2011-10-26,586,qbusmxzdpfhtmisdgq,3,10,5,48
2010-09-13,587,orzwvfzncgbftef,3,8,7,10
2006-12-20,588,zhbrgssrjtdlscxfttz,1,4,96,100
2000-04-27,589,sculafxpnxufzwkrci,3,3,3,77
2016-09-12,590,fqbcjekaixmhttprn,1,3,100,43
2016-02-28,591,xxmbfubzvtjhtivoy,2,9,86,31
2013-07-24,592,yhwtrqrtyzfxpmgnxjf,3,3,32,3
2019-07-28,593,hbqxppcifdcqqwauqp,3,1,69,70
2005-01-28,594,goaiktfxoldpdmpz,3,6,94,66
2008-01-02,595,ycjfzcqqgdyiapwtz,2,2,100,28
2013-04-30,596,rydflhgvifjgiyw,2,6,75,58
2004-12-19,597,qvbkipglmoagigsmnq,3,7,93,20
2009-09-28,598,wuhjcajndznnekgbeu,3,6,24,12
2010-12-21,599,mcxivnxdkwbdfvm,1,7,50,61
2017-09-18,600,mjpwwojoebeunhlea,1,6,31,23
2003-12-30,601,pgxqvktwvgfaiqkd,2,9,8,82
2019-06-06,602,vhomjwkedfaucebyq,1,3,74,34
2005-11-20,603,wzemrffwnfmodaxpx,3,5,79,54
2004-10-17,604,emhefoxuqbnogealhy,3,8,11,62
2005-04-13,605,fwldsibxkdazbowoxhn,2,7,19,88
2009-07-16,606,gzpzqneuvtgohbnj,1,9,38,27
2004-09-03,607,jrnknifzymwguph,2,5,6,54
2016-03-26,608,gyyxbqmgwuyaevp,2,8,12,97
2013-09-11,609,lygjnhrmlnyffoxt,3,6,9,41
2007-01-13,610,yzlzocbdedxqmbmezvzy,1,6,82,26
2018-08-12,611,koxaxzkbsklnorb,2,5,44,17
2000-10-11,612,xtevrarxscevjvk,2,9,14,79
2007-12-20,613,mochtjhjjyrsvdatf,1,2,43,76
2015-12-05,614,ffguculphkfqoelx,1,6,29,81
2017-12-06,615,pxqzeoxsyimortod,2,1,38,52
2019-01-31,616,nmhpwtcpqhqpnqkoq,2,10,39,59
2008-11-11,617,bhydfcxinzcmsasihqnw,3,4,82,62
2007-07-10,618,xyaqjboapmkzngxbnt,3,8,83,95
2016-03-11,619,hrnxosjcdzdkxyp,1,8,73,87
2013-08-30,620,enchtbujizklpzaok,3,10,63,7
2001-06-27,621,rjjocxgkzovahrrzus,2,2,38,13
2014-05-10,622,jhawuxbxdsvnrxmu,2,6,99,19
2007-11-04,623,xmfwpnxnkrcsnzg,2,8,79,44
2001-12-12,624,azgzbbmiyiypyqbxcf,2,3,11,47
2012-12-23,625,ivfafsiogoyyfhavr,3,4,63,83
2012-10-07,626,cslpjqoqgqzxjhcfgjw,3,1,3,41
2001-02-09,627,bpcjnnfjckxccqddsn,3,10,20,6
2013-07-06,628,kcspvivxfefetugpwj,2,5,19,45
2010-10-27,629,okcoibbhprzszdo,3,6,24,25
2019-06-04,630,punkqvuokdsrykkjfbop,2,4,85,43
2015-06-22,631,bhunphlqijmotec,3,1,38,83
2016-09-29,632,zihyzzgbhwlficvwkq,3,3,45,21
2000-12-07,633,vkpcpemtwaegiud,2,8,98,35
2000-01-30,634,ahmnicosqwzvbtw,3,6,3,11
2002-02-03,635,zqahkizcyvpxagcpbkp,3,3,7,85
2008-02-29,636,lwxnilazxudlswihia,1,5,2,60
2019-03-30,637,fkwnfaqzgvonjnzzo,1,7,66,11
2014-11-04,638,qbanzvjzyunsxngaapmw,2,5,85,62
2015-07-23,639,zbtvqpfjjlbyeiunpk,1,2,59,13
2016-12-15,640,ilosuyrgqzznjqdw,2,10,11,6
2009-06-24,641,ayqevnbrzrgwajd,3,7,12,84
2008-12-19,642,imwmpwwaqdeivrc,3,8,38,14
2003-08-03,643,jqzazlokmlmgkoepmzf,1,3,12,34
2017-10-24,644,cfnrkmlsipmjhlgjlud,3,10,74,88
2018-02-09,645,pfkwoqkkeilavno,3,1,10,39
2015-02-14,646,bjqjpizboymzqwbkgta,2,5,22,80
2012-03-12,647,graqlnwovmwdprfiqzym,1,3,39,75
2002-07-08,648,fffybxcnabkjunrg,2,8,20,18
2003-09-27,649,arygtnksnuxcinbll,1,9,81,78
2010-08-19,650,rxwsnwnjelmqsvqm,3,3,77,43
2004-05-26,651,efggvobqfhdqdjm,2,8,60,24
2017-05-20,652,dyboukwufxerajw,1,10,62,76
2005-10-30,653,zcclntmspzgiziuov,2,8,57,22
2001-09-19,654,ofqeyoodlhfbhbyy,2,10,34,87
2015-07-20,655,tlwzcljdmzuuwuwvkt,1,7,73,67
2015-11-17,656,xpcjzzpwvstkweaozne,3,9,62,80
2011-06-16,657,mlhumycvqumdgsies,1,8,1,25
2004-10-13,658,sospxgpttbjqkljuin,3,4,68,92
2005-11-16,659,xucwmwouabzkjnuhrpc,1,9,32,75
2012-08-09,660,dtivysnsftqizktbi,2,5,71,55
2004-07-12,661,chbrfmscmbtrjqjcy,2,3,9,28
2018-09-26,662,dwgabmhhkpzebcpyjjfg,3,10,4,32
2013-06-25,663,mijunaundbggpdrzotwf,1,6,40,11
2003-11-11,664,inyejphhewabvhuq,1,4,50,81
2015-03-12,665,lxrwbevsilwshzvmrn,1,6,92,64
2000-05-16,666,anbvteodhjgsctbhcfq,3,3,37,88
2010-07-20,667,umlslilabcipbfiisc,3,7,26,24
2011-11-22,668,opybnrnmuvkadyuhfv,1,1,27,92
2000-04-07,669,nntlvkzombjbgdmdlo,3,9,40,38
2003-08-31,670,hvrbkamoybvgmnvbur,2,8,86,3
2015-02-10,671,nuogfdopqelzgiz,3,9,43,44
2006-10-26,672,fkbaxhqgoyyarzuoicch,1,2,57,94
2019-09-04,673,wcehyhroelyafee,2,4,60,42
2000-08-20,674,wiaoettoxhirvqpj,3,3,24,12
2005-10-22,675,wsvaxtnacguiuzil,1,8,58,54
2010-05-25,676,rvwqvodhmqrbsnzskldr,2,3,52,78
2018-10-28,677,zaibsadpfrgugoka,3,3,91,96
2013-02-03,678,oxicsejdppnxcfk,3,8,84,9
2004-05-19,679,hqtsvekxlqwfmmaordul,2,2,5,74
2018-02-20,680,yhxdobifikikeoutz,2,7,88,78
2000-04-21,681,iuwlvcipaftruuqiij,1,10,66,84
2017-03-27,682,twaleufagkecizkcuqfz,3,9,65,72
2011-12-30,683,qycbfvjshlkefueoch,1,4,11,100
2019-06-04,684,nogpcsasldjqcqt,1,8,39,56
2001-04-14,685,ubpoogjtddtzccfynaf,3,6,13,94
2012-09-30,686,nbkahmvvtgfecdkpke,3,1,47,40
2014-08-23,687,kmzzqkksbhgxozlubbj,2,7,31,40
2015-09-12,688,zlnycnmlopgfxfrlgb,3,4,50,44
2015-04-25,689,xfburarcamvukjzms,2,3,70,27
2013-01-02,690,uzgtiovootodwqugvj,1,8,70,26
2000-05-14,691,ncxpvzdlkjrwznol,3,3,83,67
2011-03-24,692,xylaywaagmyjgcstwma,1,10,7,26
2004-11-13,693,nmmnaszraalurwg,3,1,79,34
2011-01-08,694,hcseogeddhlxfchfil,1,3,3,1
2011-07-10,695,vyudajaflhqibzegxcvo,3,8,9,32
2005-11-22,696,ihkcxlpdvqlmxfimfn,1,3,34,57
2019-05-27,697,yyzbacnehtykvoidvkbl,1,2,6,30
2019-12-31,698,tdxejjyqwfxsuzsqywa,2,2,100,1
2006-09-12,699,zzbhzvskqsqydysx,2,2,11,48
2003-03-24,700,vemsqjacyqneqdh,3,2,46,26
2011-01-30,701,iklnagxuitxvdmkxntl,2,6,80,43
2016-11-12,702,psaahawoivdcevrhi,3,7,82,30
2019-09-04,703,fnsqpdynrmevcyggliw,3,2,30,56
2005-05-01,704,tdszpujhhiylqcjbnxfv,1,3,50,55
2011-03-18,705,vvonidjshxhnszrykus,3,2,1,26
2007-03-08,706,mdjlgadizadnacnq,3,3,4,56
2007-06-29,707,ggjbqazrdobgnnothufo,3,2,22,75
2003-05-21,708,osbicrvcsozguwxj,3,6,62,9
2002-10-29,709,afygmpheowkcmnkpsvu,1,3,20,61
2000-03-15,710,ilegcjvovhzkgwae,2,8,93,92
2007-04-18,711,bzpzqbthvtjmynjwk,2,5,3,67
2009-07-22,712,vdrqeiztkhmoqzmzz,3,5,58,52
2016-09-13,713,xlibdbpykvkrebpwewxf,2,1,32,7
2009-12-12,714,tlrovaxravquuhm,3,5,55,92
2010-10-04,715,bbmgrelabblrzerrnkwb,1,10,93,93
2001-06-05,716,ivjsqjiizhikuviu,1,3,33,23
2004-12-30,717,itwvquvtdnyutgtyinv,1,8,85,1
2017-06-30,718,hyrjlfogshhylaxh,1,2,37,23
2015-05-12,719,uebpefjkdqdtqdh,2,3,66,67
2010-07-29,720,jwrxgdzmuyhlwwvgti,2,8,53,30
2003-01-24,721,znazumirjuausqfrbw,1,7,48,29
2002-08-30,722,skecidakgkawdyru,2,10,76,93
2011-09-28,723,pnexjmptxqluhbied,2,1,20,71
2004-07-13,724,kcslmgtlhouvdafo,2,4,50,89
2005-08-05,725,stlquedbknfkevizfbx,1,7,62,14
2006-02-04,726,rplcfgnpzbwpqvxw,1,6,84,72
2019-06-15,727,vfodlvxwtkxemaqxjedj,1,3,45,54
2016-07-18,728,pxpjrvyazjmumxotucf,1,1,58,33
2010-12-15,729,ebjfeddpuckreiti,1,8,34,51
2013-02-25,730,njemblrhylnjybueuy,3,8,84,46
2008-10-26,731,zgitmoyuzzxlndtnyo,2,6,6,2
2016-12-29,732,euiuvpirqzxoyznslgv,1,9,55,64
2004-11-28,733,inhcgfrcsymhjqtso,1,6,34,3
2003-09-17,734,mpbvtbuorbffkjgzphh,3,4,23,13
2006-03-05,735,dmoczugholbsbhg,1,1,74,49
2010-12-16,736,cvffcuaemfxrupfq,2,8,29,29
2002-02-19,737,koaqypjbqxucwhej,2,3,29,23
2012-04-16,738,cvdiknycvalavvgfcbj,2,10,95,20
2004-02-11,739,twljqsujdlwnqudzxo,1,3,5,17
2006-11-15,740,vidwtatcvkdclrkqknw,3,8,74,75
2013-07-21,741,olperqrjtvsrwtiwdhw,3,8,50,53
2002-01-21,742,dingolorirndaxdu,2,2,62,66
2009-10-05,743,athlfnifendpcdtqdifg,2,6,55,62
2017-03-11,744,zdiugflgytbkgvyksqv,2,10,99,99
2016-11-05,745,tiqjkbsyhoqebceabybv,2,1,59,29
2012-07-03,746,widexsxwfsolihc,2,10,99,8
2017-08-09,747,kykbxycivdbohjkfgzic,2,5,38,30
2011-11-10,748,yfzjykyhudspocbamc,3,3,92,87
2003-09-01,749,umjqhkaeubwbvmuwznt,2,3,21,6
2009-05-02,750,wxprcdqfklgaienmdwbq,2,1,47,38
2014-12-14,751,omvcfojfzsipzohwfy,1,1,42,91
2003-12-02,752,txynjhdrmvotvof,1,2,83,4
2015-01-02,753,ckrjgkscpeykasoeto,2,9,38,58
2007-07-10,754,vcuufnxnyosgbuozjdam,3,8,98,14
2003-09-11,755,mqvqigpajshqmyjq,3,9,79,27
2002-05-20,756,kldurloxorgfvqp,2,9,13,72
2017-11-13,757,wbbgtqcidvhzhfxcrk,3,9,57,6
2007-05-03,758,tbmbedghtqlsyhmdqeqi,1,7,49,3
2016-04-29,759,ksnqfksmwcualnhx,2,9,85,32
2009-12-15,760,zbzaggoxwrllpvhmd,2,8,2,72
2002-01-01,761,ngdtnmpanmfmwbtf,3,8,20,37
2018-06-01,762,ibprxvysblcqfvn,1,4,30,79
2007-05-01,763,ybezmpgsavgmnndto,1,6,42,44
2011-09-07,764,ogoyywllfuwxgqat,3,6,47,53
2001-02-27,765,dvwiizpxonzxpakow,3,3,59,35
2010-11-29,766,xeupcrylwsmltvkzbcq,1,9,43,85
2004-06-11,767,ulhvpyerhbjynllloml,2,3,19,11
2006-04-03,768,dnepxuiybsidccj,1,10,27,56
2019-02-18,769,wrwzvppoqthqlaj,2,5,29,53
2007-07-16,770,acgyralngnkttrqikfb,1,2,16,43
2012-01-09,771,ptfkpcmoobximqd,1,6,58,58
2014-04-05,772,kvqtpnzhzwceygtn,1,3,92,91
2000-11-01,773,pgagxnfrnqhtiipc,3,8,23,95
2004-11-14,774,hcsgtocemdftuebaw,2,6,69,50
2000-02-24,775,figeraocmliwlczpwcxo,1,7,55,44
2012-02-06,776,effhpubgfzhfyeptqhl,1,8,41,58
2000-02-27,777,jdrqxanptvudrmbb,3,6,86,67
2001-08-04,778,sugixhjabcpmnogoyoob,2,6,35,48
2014-05-10,779,vudcnpklmpczlksgxi,3,8,89,51
2002-03-09,780,hcfqbovrpvmlbbige,3,9,32,40
2010-06-03,781,xujhnofaistlcwwe,2,7,67,54
2019-07-31,782,cdqclwqjguvrzpvflt,3,9,10,46
2009-02-20,783,oibwwibjnujljpy,2,1,58,45
2019-02-24,784,fspnckirhkpvgkkvbv,1,3,79,95
2003-04-06,785,cpcqzklkgudcsuojj,3,3,36,67
2015-12-22,786,noajarzkxlcpdgyomr,3,8,84,16
2017-08-29,787,lrzkfuxuevbcyoianya,2,10,59,4
2013-06-27,788,tiicyqxgzulvwjorl,1,4,80,67
2014-11-21,789,dtsiflvptmscdpmrl,2,4,65,1
2013-09-22,790,hbqzptvkpzzxabvk,1,4,84,73
2005-04-20,791,iivvwysawcuohnz,2,10,31,57
2004-07-20,792,ixxyawbzuzjwrykaeqin,3,4,69,64
2015-11-04,793,mwjnsndsejogksnbc,3,7,30,32
2007-05-12,794,nnugqatodytggopdojpk,3,7,67,15
2017-09-16,795,inwkvxisikirkgkw,2,4,96,82
2012-10-22,796,fzhzspcnceianlaemiof,3,4,34,66
2013-06-22,797,dlqgjoukqcnuztwk,2,5,87,44
2011-08-17,798,cupnybmbfrofwwwhtfx,1,5,65,84
2012-06-22,799,vioeoivdngbvwkybet,3,1,94,75
2015-11-15,800,ypartvtacdzuvoerkrcz,3,6,63,20
2017-06-05,801,nmwbauoievpzwhwj,1,6,20,33
2007-01-02,802,wygeeqdcghpcjgslupy,3,3,11,79
2008-04-06,803,vswgdsypeddchiyub,2,8,24,83
2000-09-25,804,mhnaurdfclfquugc,3,5,14,39
2008-12-19,805,axiwmcsktwkptnz,1,7,63,22
2007-12-16,806,qxyxvxghmuqqlvk,2,5,83,46
2015-03-11,807,qdiunpsvvllfdngfrnyj,3,8,74,18
2018-07-01,808,jnnojelxdvyzcvgcixq,1,8,99,95
2008-04-17,809,rmtfkiwhjfdrlkmz,2,1,69,93
2017-05-21,810,fhrlbflswridspcpjbc,1,9,13,16
2004-10-07,811,tboldxvtosuqohict,3,1,91,1
2004-08-26,812,xisvjpsxpnftzmefqs,2,2,7,43
2000-11-21,813,mnhgilxsiyebjbzwc,3,6,93,29
2006-03-17,814,xsrpyufdeinnxskuc,3,6,96,51
2019-03-25,815,hthklmdaxvdzxuroxwjp,1,3,13,72
2008-08-15,816,ghyyvechioopzirhjqu,1,9,64,90
2008-09-13,817,kqvuidrdsyoqjlgiofkc,1,9,15,26
2007-10-26,818,zgcbmmqfxrpvuvlvzv,3,1,31,92
2005-01-29,819,npgytvkaubzzagnqiol,1,7,50,92
2006-09-02,820,xmdrcpgzsoaisadguy,1,9,22,70
2005-08-11,821,lvfhrfwriysibcfea,2,7,24,82
2008-12-12,822,rheifrybpplajbpmqs,1,7,78,18
2013-03-21,823,ifzxedoxmgylocobyfl,3,2,70,73
2013-08-17,824,oevhmwtsutnelrmdrze,2,10,35,87
2008-06-18,825,hmkpqhxvsfutnkarw,1,2,17,65
2019-01-27,826,sgnfajfgbbettwvvwrf,3,2,91,17
2016-01-08,827,givzmpvzbfvwvknqpi,2,2,90,61
2010-07-30,828,yankoophsskisln,1,3,9,65
2012-12-24,829,ewrelbgakduqnkga,1,8,94,6
2017-12-04,830,xrxklqtobpibuhpct,2,7,96,40
2015-02-22,831,uzonfzwocwxlaox,3,5,92,18
2015-05-06,832,kznaadfdgsbuxpcw,3,7,29,20
2007-08-13,833,bmosassbczfqbstvygls,1,4,55,53
2012-04-13,834,wxzahlmqdhnmlayjvja,2,8,16,44
2016-10-24,835,htpyevhtmwzbftdjr,2,2,5,94
2009-08-08,836,dopfefczjqvplafbr,2,7,59,5
2018-03-15,837,lxgxywbgprqetgzvav,2,8,6,78
2013-03-29,838,ctnbaijghohoxroiki,1,1,92,98
2007-02-13,839,eaavxxmhdzqqmyktz,1,1,72,41
2019-04-29,840,sidbzuxksulmswvjrekk,1,3,89,9
2005-12-04,841,epqqlxoeqhjltifqdrky,3,3,83,57
2013-04-22,842,btsetjyaaxlturxs,3,8,64,65
2001-04-05,843,barifhogfjruvdzfw,3,5,68,50
2001-02-11,844,xgnvchbqkudfcorqkjv,3,4,3,41
2019-12-19,845,uissoewzasgpxtto,2,10,41,41
2007-12-23,846,rfwzzwonztodsxqqu,3,4,2,16
2012-05-03,847,gytnnzxngneyhawfcbp,2,9,7,27
2009-12-01,848,moqblamdoytrlfzdoip,2,3,31,59
2011-06-25,849,obafjatltsuzcgwglb,1,10,46,70
2000-05-16,850,kprvrzcvtdntuovnb,1,10,38,99
2011-08-11,851,uszgsbozepwejwqdjt,1,3,90,35
2010-05-09,852,qfllpnywzmuvqotpa,3,4,14,85
2002-07-08,853,rxjzdsbsqkpojkcn,2,5,69,26
2006-06-26,854,vbotynshcqtqsfxbm,1,6,25,48
2004-12-19,855,zysairggqduzmnshw,2,9,4,67
2008-12-19,856,jivgxkydicwiwbduazy,2,10,97,3
2010-12-23,857,wxqlxncxaetoimai,1,9,27,99
2016-03-12,858,cfuykjnsqqbsmen,2,1,91,62
2005-08-18,859,aflnxzpdzzzgkxmmhs,1,8,57,46
2005-08-25,860,mccvrnxelktrrbnvrc,2,2,27,83
2001-05-09,861,atnwbzufshgaldfy,3,3,78,90
2018-08-19,862,racxdseaedtgkwnuwng,3,7,20,61
2015-10-04,863,gjhupnwboqczvpgfj,2,1,98,12
2011-03-28,864,yyadyntrnvufbzb,3,10,47,32
2017-01-31,865,jubowzjqfojrcbey,3,10,77,84
2002-04-21,866,ultfhxpymhzuxlywxjg,3,8,25,20
2001-02-13,867,axcyqyykpfnuelnhjwv,1,1,53,20
2018-03-08,868,taxazlrxditfnsnhym,2,4,93,52
2014-02-07,869,enrxdyqkrziguzhskmeg,3,8,79,13
2010-08-27,870,hfrzsmlroirishximd,2,3,6,10
2002-07-28,871,cmymllolkuqrizd,2,3,6,68
2014-12-09,872,krhzhynpynhijyopbp,1,5,85,62
2004-08-16,873,bcmzqbqhkqwmrdqymhdn,3,6,36,47
