user_id,book_id,rating,timestamp
94,8,8.6,2018-11-22
7,3,11,2011-01-25
24,17,1.3,2018-03-31
93,45,5.1,2010-11-28
20,28,10.5,2013-03-21
49,24,6.4,2012-07-18
66,1,2.5,2012-04-08
97,41,7.4,2014-03-04
18,12,6.5,2011-07-31
40,27,10.7,2010-03-24
23,39,7.2,2013-03-26
97,33,5.7,2018-12-20
70,48,10.9,2016-10-04
29,6,7.7,2018-11-25
29,44,8,2013-05-09
54,40,1,2011-12-30
82,19,7.9,2019-12-21
47,12,3,2014-09-28
96,39,6.8,2016-08-28
73,22,5.8,2015-09-16
31,41,7.2,2011-12-19
95,4,7,2017-06-11
25,18,10,2019-08-19
34,42,8.1,2010-06-11
67,15,9.6,2013-03-28
63,17,4.3,2018-06-14
8,42,8.8,2019-11-09
95,50,6.9,2013-03-08
21,41,9.7,2018-03-17
25,10,6.3,2016-11-23
17,16,8.5,2019-08-19
44,30,1,2015-03-11
91,48,5.3,2012-05-07
23,17,2,2015-10-02
52,5,6.1,2019-07-02
85,45,6.1,2010-01-31
97,15,5.9,2014-07-26
14,36,6,2015-08-20
26,28,1.6,2018-03-20
46,18,10.6,2015-08-09
13,4,7.3,2013-12-25
83,1,10.1,2014-02-09
11,42,8.9,2011-07-16
96,40,9.5,2016-05-05
73,16,6.3,2017-11-01
15,26,3.3,2013-10-18
48,22,1.5,2019-06-16
11,27,8.2,2016-07-18
28,23,8.2,2015-05-30
85,38,4.9,2016-06-19
54,2,2.8,2013-11-05
44,13,7.2,2013-09-12
85,23,6.5,2014-02-15
29,44,8.9,2012-03-22
82,7,3.7,2011-03-28
30,22,8.4,2016-01-05
45,18,1.7,2011-04-22
17,24,7.9,2010-08-24
